業種名,和文社名,住所,業種,会社コード,公開有無,フリガナ,旧会社名,英文社名,郵便番号,電話,ＵＲＬ,営業所等,事業内容,仕入先,販売先,ブランド,取引銀行,設立年月,資本金,lat,lon
他サービス,ロイドレジスタークオリティアシュアランスリミテッド,神奈川県横浜市西区みなとみらい２－３－１　クイーンズタワーＡ１０階,その他非製造業,210115,未上場,ロイドレジスタークオリティアシュアランスリミテッド,ロイドレジスターオブシッピング（2003.7）,Ｌｌｏｙｄ’ｓ　Ｒｅｇｉｓｔｅｒ　Ｑｕａｌｉｔｙ　Ａｓｓｕｒａｎｃｅ　Ｌｔｄ．,220-6010,045-682-5290,http://www.lrqa.or.jp/,,ＩＳＯ審査登録業務,,,,,198501,－,35.4557834,139.6330448
他サービス,ロイドレジスター,神奈川県横浜市西区みなとみらい２－３－１　クイーンズタワーＡ１０階,その他非製造業,222365,未上場,ロイドレジスター,ロイドレジスターアジア（2008.7）,Ｌｌｏｙｄ’ｓ　Ｒｅｇｉｓｔｅｒ,220-6010,045-682-5250,http://www.lrs.or.jp/,,船級格付検査,,,,,200307,－,35.4557834,139.6330448
情報・システム・ソフト,タタコンサルタンシーサービシズジャパン（株）,神奈川県横浜市西区みなとみらい２－３－１　クイーンズタワーＡ１４階,情報通信･メディア,220504,未上場,タタコンサルタンシーサービシズジャパン,タタコンサルタンシーサービシズ（2004.1）,Ｔａｔａ　Ｃｏｎｓｕｌｔａｎｃｙ　Ｓｅｒｖｉｃｅｓ　Ｊａｐａｎ　Ｌｔｄ．,220-6014,045-640-4375,http://www.tcs-japan.co.jp/,,ＩＴコンサルテーションおよびソフトウエアの開発・運用・保守・管理,,,,,200412,60,35.4557834,139.6330448
情報・システム・ソフト,サピエンス・ジャパン（株）,神奈川県横浜市西区みなとみらい２－３－５　クイーンズタワーＣ　１７階,情報通信･メディア,410205,未上場,サピエンスジャパン,,Ｓａｐｉｅｎｓ　Ｊａｐａｎ　Ｃｏ．，　Ｌｔｄ．,220-6217,045-682-4777,http://www.sapiens.co.jp/,,システム用開発ソフトの販売,,,,,199301,60,35.4570611,139.6341773
電気機器,ピーエムシー・シエラ・ジャパン（株）,神奈川県横浜市西区みなとみらい２－３－５　クイーンズタワーＣ９階,製造業,224090,未上場,ピーエムシーシエラジャパン,,ＰＭＣ－Ｓｉｅｒｒａ　ＪＡＰＡＮ　Ｋ．Ｋ．,220-6209,045-640-5615,http://www.pmc-sierra.com/,,半導体・集積回路の販売支援及び技術支援,,,,,200202,10,35.4557834,139.6330448
機械卸売,ブラント・ジャパン（株）,神奈川県横浜市西区みなとみらい２－３－５　クイーンズタワーＣ棟１２階,その他非製造業,9470,未上場,ブラントジャパン,オマーク・ジャパン（1990.3）,Ｂｌｏｕｎｔ　Ｊａｐａｎ，　Ｉｎｃ．,220-6212,045-682-4433,http://www.oregonchain.jp/,［青海倉庫］　東京都江東区青海２－５４ワールド流通センター内,ソーチェーン，付属品の輸入・販売,Ｂｌｏｕｎｔ，Ｉｎｃ．，Ｂｌｏｕｎｔ　Ｃａｎａｄａ　Ｌｔｄ．,共立，新ダイワ工業，ハスクバーナ・ゼノア，マキタ，リョービ，日立工機，新宮商行,オレゴン，ウインザー,みずほ,197205,50,35.4570611,139.6341773
その他卸売,イータス（株）,神奈川県横浜市西区みなとみらい２－３－５　クイーンズタワーＣ棟１７階,その他非製造業,220717,未上場,イータス,,ＥＴＡＳ　Ｋ．Ｋ．,220-6217,045-222-0900,http://www.etas.com/,［名古屋オフィス］　名古屋市中区栄２－２－１７名古屋情報センタービル７階ＴＥＬ０５２－２２０－５０１０,自動車の組込み制御システム開発支援ツールにおける設計・開発・製造・販売,,トヨタ自動車，日産，ホンダ，三菱ふそう，いすゞ，デンソー，ボッシュ，日野自動車，日立オートモーティブシステム，マツダ，スズキ，他,ＩＮＣＡ，ＬＡＢＣＡＲ，ＡＳＣＥＴ，ＩＮＴＥＣＲＩＯ，ＲＴＡ，ＥＴＫ，ＥＨＯＯＫＳ,三菱東京ＵＦＪ，ドイツ,199810,125,35.4570611,139.6341773
他サービス,ＴＳＭＣジャパン（株）,神奈川県横浜市西区みなとみらい２－３－５　クイーンズタワーＣ棟２１階,その他非製造業,209415,未上場,ティーエスエムシージャパン,,ＴＳＭＣ　Ｊａｐａｎ　Ｌｔｄ．,220-6221,045-682-0670,http://www.tsmc.com/japanese/default.htm,［事業所］　大阪市淀川区宮原３－５－２４新大阪第一生命ビル３階ＴＥＬ０６－６１５０－００４４,ＴＳＭＣ本社の半導体の製造・輸入に関する顧客管理・マーケティング,,,,,199709,300,35.4570611,139.6341773
その他卸売,スキューバプロ・アジア（株）,神奈川県横浜市西区みなとみらい３－３－１　三菱重工横浜ビル,その他非製造業,208530,未上場,スキューバプロアジア,,ＳＣＵＢＡＰＲＯ　ＡＳＩＡ　Ｌｔｄ．,220-0012,045-489-4800,http://www.scubapro.co.jp/,,潜水用具販売,,,,,197104,12,35.4559347,139.6298281
情報・システム・ソフト,富士ゼロックス情報システム（株）,神奈川県横浜市西区みなとみらい３－６－１　みなとみらいセンタービル,情報通信･メディア,3420,未上場,フジゼロックスジョウホウシステム,,Ｆｕｊｉ　Ｘｅｒｏｘ　Ｉｎｆｏｒｍａｔｉｏｎ　Ｓｙｓｔｅｍｓ　Ｃｏ．，　Ｌｔｄ．,220-0012,045-414-7811,http://www.fxis.co.jp/,［事業所］　（海老名）神奈川県海老名市本郷２２７４富士ゼロックス（株）海老名事業所内,ソフトウエアの研究受託開発，ソフトウエアパッケージ販売，等,,,,三井住友,198409,100,35.45768,139.6332995
情報・システム・ソフト,（株）インタラクティブメディアミックス,神奈川県横浜市西区みなとみらい３－６－３　ＭＭパークビル１２階,情報通信･メディア,222036,未上場,インタラクティブメディアミックス,,ＩＭＸ，　Ｉｎｃ．,220-0012,045-640-5880,http://www.imx.ne.jp/,,放送・映画コンテンツ等の配信・配給，ＤＶＤ・グッズ等の制作・販売，俳優・アーティストのマネジメント等,ＫＢＳＭ，ｉＭＢＣ，ＳＢＳＣＨ，共立，共同ＴＶ，他,ＮＴＴ，Ｇｙａｏ，Ｙａｈｏｏ，ユニバーサルミュージック，ハピネット，ジェネオン，他,,スター，横浜，湘南信金,200111,100,35.4585635,139.6326171
電気機器,テラダイン（株）,神奈川県横浜市西区みなとみらい３－６－３　ＭＭパークビル７階,製造業,11960,未上場,テラダイン,,Ｔｅｒａｄｙｎｅ，　Ｋ．Ｋ．,220-0012,045-414-3630,http://www.teradyne.co.jp/,［支店］　大阪　［工場］　熊本,自動検査装置の製造・販売，他,米国テラダイン社,ソニー，ルネサス，キャノン，ジェイデバイス,,◎みずほ，三菱東京ＵＦＪ，肥後,197808,499,35.4585635,139.6326171
精密機器卸売,ジーエヌリサウンドジャパン（株）,神奈川県横浜市西区みなとみらい３－６－３　ＭＭパークビル８階,その他非製造業,224340,未上場,ジーエヌリサウンドジャパン,,ＧＮ　ＲｅＳｏｕｎｄ　Ｊａｐａｎ　Ｋ．Ｋ．,220-0012,045-277-1133,http://www.gnresound.jp/,,高度なデジタル技術を搭載した補聴器・聴覚検査機器の輸入・販売,ＧＮ　ＲｅＳｏｕｎｄ　Ａ／Ｓ,,,三井住友,199910,499,35.4585635,139.6326171
電気機器卸売,富士ゼロックス神奈川（株）,神奈川県横浜市西区みなとみらい４－４－２　横浜ブルーアベニュー１３階,その他非製造業,381623,未上場,フジゼロックスカナガワ,神奈川ゼロックス（株）（2006.4）,Ｆｕｊｉ　Ｘｅｒｏｘ　Ｋａｎａｇａｗａ　Ｃｏ．，　Ｌｔｄ．,220-0012,045-681-1101,http://www.fujixerox.co.jp/knx/,,事務用機器の販売・保守,,,,,198101,30,35.4601807,139.6271882
機械,富士ゼロックスアドバンストテクノロジー（株）,神奈川県横浜市西区みなとみらい６－１　富士ゼロックスＲ＆Ｄスクエア,製造業,403491,未上場,フジゼロックスアドバンストテクノロジー,,Ｆｕｊｉ　Ｘｅｒｏｘ　Ａｄｖａｎｃｅｄ　Ｔｅｃｈｎｏｌｏｇｙ　Ｃｏ．，　Ｌｔｄ．,220-8678,045-755-8111,http://www.fxat.co.jp/,,ゼログラフィー製品・関連諸製品の開発・製造・販売，機械・電気機器・電子機器・事務用機・印刷機のハードウェア及びソフトウェア等の開発・設計・製造・販売等,,,,,201001,100,35.4635383,139.627836
他サービス,横浜マリノス（株）,神奈川県横浜市西区みなとみらい６－２,その他非製造業,229063,未上場,ヨコハママリノス,,ＹＯＫＯＨＡＭＡ　ＭＡＲＩＮＯＳ　Ｌｔｄ．,220-0012,045-277-2301,http://www.f-marinos.com/,,サッカーＪリーグチームの運営,,,,,‥,30,35.4639709,139.6292703
輸送機器,ビステオン・ジャパン（株）,神奈川県横浜市西区花咲町６－１４５　横浜花咲ビル５階,製造業,210213,未上場,ビステオンジャパン,ビステオン・アジア・パシフィック（株）（2003.10）,Ｖｉｓｔｅｏｎ　Ｊａｐａｎ，　Ｌｔｄ．,220-0022,045-329-1700,http://www.visteon.com/,［事業所］　横浜，広島　［工場］　東広島,自動車エレクトロニクス製品等の開発，顧客サポート，自動車メーカーへの技術ソリューション提供,,,,,200004,490,35.4572057,139.6244097
機械卸売,ジール・アベッグ・ジャパン（株）,神奈川県横浜市西区花咲町６－１４５　横浜花咲ビル９階,その他非製造業,402897,未上場,ジールアベッグジャパン,,Ｚｉｅｈｌ－Ａｂｅｇｇ　Ｊａｐａｎ　Ｃｏ．，　Ｌｔｄ．,220-0022,045-328-1295,http://www.ziehl-abegg.com/jp/,,ファンモータ等の販売,,,,,200606,62,35.4572057,139.6244097
輸送機器,日産自動車（株）,神奈川県横浜市西区高島１－１－１,製造業,104443,上場,ニッサンジドウシャ,,ＮＩＳＳＡＮ　ＭＯＴＯＲ　ＣＯ．，ＬＴＤ．,220-8686,045-523-5523,http://www.nissan.co.jp/,［本店］　横浜市神奈川区宝町２　［工場］　追浜，栃木，横浜，いわき,自動車事業９５％，販売金融事業５％,,,,みずほコーポ，三井住友，三菱東京ＵＦＪ，三井住友信，政策公庫，政策,193312,"605,813",35.462995,139.6255452
不動産,日産ネットワークホールディングス（株）,神奈川県横浜市西区高島１－１－１,その他非製造業,229053,未上場,ニッサンネットワークホールディングス,日産不動産（株）（2006.7）,ＮＩＳＳＡＮ　Ｎｅｔｗｏｒｋ　Ｈｏｌｄｉｎｇｓ　Ｃｏ．，　Ｌｔｄ．,220-8686,045-523-5414,,,不動産の管理,,,,,196406,90,35.462995,139.6255452
精密機器卸売,ウォルフソン・マイクロエレクトロニクス（株）,神奈川県横浜市西区高島２－１９－１２　スカイビル２３階,その他非製造業,410147,未上場,ウォルフソンマイクロエレクトロニクス,,Ｗｏｌｆｓｏｎ　Ｍｉｃｒｏｅｌｅｃｔｒｏｎｉｃｓ　Ｋ．Ｋ．,220-0011,045-440-1230,http://www.wolfsonmicro.jp/,,半導体販売プロモーション,,,,,200102,10,35.4645561,139.6246488
情報・システム・ソフト,エクサ・ジャパン（株）,神奈川県横浜市西区北幸１－１１－１５　横浜ＳＴビル７階,情報通信･メディア,360096,未上場,エクサジャパン,,Ｅｘａ　Ｊａｐａｎ　Ｉｎｃ．,220-0004,045-479-5533,http://www.exajapan.jp/,,流体解析ソフトウェアの販売・技術支援・オンデマンドサービス，コンサルティング業務,,,,,200504,10,35.4677954,139.6178766
食料品,（株）エバラＣＪフレッシュフーズ,神奈川県横浜市西区北幸２－５－１　日総第３ビル,製造業,420105,未上場,エバラシージェイフレッシュフーズ,,Ｅｂａｒａ　ＣＪ　Ｆｒｅｓｈ　Ｆｏｏｄｓ　Ｉｎｃ．,220-0004,045-314-0319,http://www.ebaracj.jp/,,日本国内における家庭用チルド商品の販売,,,,,201106,250,35.4673558,139.6173189
機械,日本ダイスターエレクトロニック（株）,神奈川県横浜市西区北幸２－８－１９　横浜西口Ｋビル７階,製造業,380804,未上場,ニッポンダイスターエレクトロニック,,ｄｅｉｓｔｅｒ　ｅｌｅｃｔｒｏｎｉｃ　Ｊａｐａｎ，　Ｌｔｄ,220-0004,045-321-7001,http://www.deister.jp/,,ＲＦＩＤの専門メーカとしてＲＦＩＤを利用した安全と自動化用機器の販売・サポート,,,,,200612,50,35.4667377,139.6145306
電気機器,オスラム・メルコ（株）,神奈川県横浜市西区北幸２－８－２９　東武横浜第３ビル,製造業,203359,未上場,オスラムメルコ,,Ｏｓｒａｍ－Ｍｅｌｃｏ　Ｌｔｄ．,220-0004,045-323-5181,http://www.mol-oml.co.jp/,［掛川工場］　静岡県掛川市淡陽６４,蛍光ランプ，ＨＩＤランプ，ハロゲンランプ，ＬＥＤ照明製品，電子安定器等の製造,,三菱電機オスラム,ＭＩＴＳＵＢＩＳＨＩ／ＯＳＲＡＭ,,198808,"3,000",35.4663864,139.6143713
電気機器卸売,三菱電機オスラム（株）,神奈川県横浜市西区北幸２－８－２９　東武横浜第３ビル,その他非製造業,203360,未上場,ミツビシデンキオスラム,,Ｍｉｔｓｕｂｉｓｈｉ　Ｅｌｅｃｔｒｉｃ　Ｏｓｒａｍ　Ｌｔｄ．,220-0004,045-323-5192,http://www.mol-oml.co.jp/,［大阪営業所］　吹田市豊津町３１－１１　［トラクソンビジネスグループ］　東京都渋谷区神宮前３－２７－１５,蛍光ランプ，ＨＩＤランプ，ハロゲンランプ，景観演出照明用ＬＥＤ，照明用ＬＥＤモジュール，ＬＥＤ電球，コンパクトＬＥＤライト，電子安定器等の販売,,,ＭＩＴＳＵＢＩＳＨＩ／ＯＳＲＡＭ,,198903,300,35.4663864,139.6143713
